idade,genero,escolaridade,renda_anual,experiencia_profissional_anos,tipo_moradia,valor_emprestimo,finalidade_emprestimo,taxa_juros_emprestimo,percentual_renda_comprometida,historico_credito_anos,score_credito,inadimplencia_anterior,status_emprestimo
23,feminino,ensino_medio,91886.0,1,aluguel,25000.0,consolidacao_dividas,16.02,0.27,4,544,nao,aprovado
23,masculino,tecnologo,80452.0,2,aluguel,25000.0,saude,15.37,0.31,2,699,nao,aprovado
25,feminino,graduacao,108758.0,2,aluguel,25000.0,saude,10.99,0.23,4,611,nao,negado
21,masculino,tecnologo,18916.0,0,propria,6200.0,reforma_residencial,7.9,0.33,2,615,nao,aprovado
26,feminino,ensino_medio,217234.0,5,propria,25000.0,pessoal,10.99,0.12,4,559,sim,negado
24,feminino,ensino_medio,217017.0,0,propria,21000.0,educacao,11.48,0.1,3,577,sim,negado
25,masculino,ensino_medio,216874.0,1,propria,20000.0,saude,14.26,0.09,4,657,sim,negado
26,masculino,tecnologo,216833.0,5,propria,10000.0,reforma_residencial,8.0,0.05,4,676,sim,negado
25,masculino,graduacao,216483.0,0,financiada,9950.0,empreendimento,11.26,0.05,2,601,nao,negado
23,feminino,mestrado,19000.0,2,propria,4475.0,saude,11.01,0.24,4,647,nao,aprovado
23,feminino,mestrado,94363.0,0,aluguel,25000.0,empreendimento,16.32,0.26,3,576,nao,aprovado
25,masculino,mestrado,80570.0,3,aluguel,25000.0,saude,17.93,0.31,4,612,nao,aprovado
23,masculino,graduacao,109167.0,0,aluguel,25000.0,consolidacao_dividas,11.36,0.23,3,678,nao,negado
24,feminino,tecnologo,95753.0,1,aluguel,25000.0,consolidacao_dividas,14.96,0.26,4,542,nao,aprovado
24,feminino,tecnologo,110935.0,1,aluguel,25000.0,pessoal,13.43,0.23,3,709,sim,negado
25,masculino,tecnologo,111490.0,2,aluguel,25000.0,reforma_residencial,12.69,0.22,3,622,sim,negado
24,masculino,tecnologo,111729.0,4,aluguel,25000.0,empreendimento,12.73,0.22,4,642,sim,negado
23,feminino,ensino_medio,113396.0,0,aluguel,25000.0,empreendimento,15.21,0.22,4,660,nao,negado
23,feminino,graduacao,19175.0,1,financiada,1750.0,saude,12.68,0.09,3,587,sim,negado
23,feminino,ensino_medio,85787.0,0,aluguel,25000.0,saude,19.04,0.29,4,646,nao,aprovado
25,feminino,mestrado,102114.0,7,aluguel,25000.0,consolidacao_dividas,15.95,0.24,3,637,nao,aprovado
26,masculino,graduacao,211005.0,5,financiada,2600.0,empreendimento,8.9,0.01,4,718,nao,negado
25,masculino,mestrado,210903.0,4,financiada,8000.0,reforma_residencial,7.9,0.04,2,588,sim,negado
22,masculino,tecnologo,210555.0,0,financiada,18000.0,educacao,11.01,0.09,2,652,nao,negado
23,masculino,graduacao,210937.0,0,financiada,21000.0,pessoal,11.99,0.1,3,620,sim,negado
23,masculino,ensino_medio,19062.0,2,propria,4000.0,consolidacao_dividas,13.98,0.21,4,667,nao,aprovado
23,feminino,tecnologo,18926.0,0,propria,4600.0,empreendimento,10.99,0.24,2,688,nao,aprovado
22,masculino,tecnologo,106694.0,0,aluguel,25000.0,consolidacao_dividas,15.58,0.23,2,667,nao,aprovado
25,masculino,mestrado,90718.0,4,aluguel,25000.0,saude,10.99,0.28,2,692,nao,aprovado
25,masculino,graduacao,106668.0,1,aluguel,25000.0,empreendimento,14.96,0.23,4,562,nao,aprovado
25,masculino,ensino_medio,19158.0,4,propria,1750.0,reforma_residencial,15.31,0.09,4,625,sim,negado
26,masculino,ensino_medio,106419.0,5,aluguel,25000.0,empreendimento,15.65,0.23,3,649,nao,aprovado
25,feminino,ensino_medio,120696.0,3,aluguel,25000.0,empreendimento,9.33,0.21,4,545,sim,negado
23,masculino,ensino_medio,19065.0,3,financiada,3600.0,pessoal,13.47,0.19,4,540,nao,aprovado
24,feminino,tecnologo,124083.0,0,aluguel,25000.0,pessoal,10.36,0.2,3,637,sim,negado
24,masculino,tecnologo,111673.0,4,aluguel,25000.0,reforma_residencial,16.77,0.22,4,600,nao,aprovado
23,masculino,ensino_medio,112633.0,1,aluguel,25000.0,consolidacao_dividas,14.59,0.22,2,633,nao,aprovado
22,masculino,ensino_medio,210938.0,0,aluguel,3500.0,empreendimento,11.91,0.02,2,588,nao,negado
23,feminino,tecnologo,210720.0,2,financiada,7200.0,educacao,8.38,0.03,3,624,sim,negado
25,masculino,ensino_medio,210705.0,7,aluguel,9000.0,empreendimento,10.59,0.04,3,525,sim,negado
25,masculino,ensino_medio,209997.0,3,financiada,8800.0,consolidacao_dividas,14.27,0.04,3,616,sim,negado
26,feminino,mestrado,209873.0,3,aluguel,12000.0,consolidacao_dividas,12.53,0.06,4,675,nao,negado
25,feminino,tecnologo,195268.0,1,financiada,25000.0,consolidacao_dividas,16.0,0.13,3,662,nao,aprovado
26,masculino,mestrado,209393.0,2,financiada,10000.0,empreendimento,11.71,0.05,4,585,sim,negado
21,masculino,mestrado,18773.0,0,propria,3175.0,reforma_residencial,11.54,0.17,3,686,nao,aprovado
25,feminino,graduacao,116439.0,2,aluguel,25000.0,reforma_residencial,15.68,0.21,4,595,nao,aprovado
21,feminino,tecnologo,19169.0,2,financiada,1500.0,educacao,10.59,0.08,2,537,sim,negado
24,feminino,ensino_medio,118417.0,0,aluguel,25000.0,reforma_residencial,12.61,0.21,2,625,nao,aprovado
26,feminino,ensino_medio,133476.0,0,aluguel,25000.0,pessoal,11.01,0.19,2,641,sim,negado
23,feminino,tecnologo,19312.0,4,financiada,2800.0,pessoal,8.49,0.14,3,661,nao,aprovado
25,masculino,ensino_medio,192351.0,1,aluguel,30000.0,pessoal,17.27,0.16,4,577,nao,aprovado
24,masculino,graduacao,206648.0,4,aluguel,18000.0,consolidacao_dividas,8.9,0.09,4,537,sim,negado
25,feminino,ensino_medio,205046.0,6,financiada,10000.0,saude,11.11,0.05,4,646,sim,negado
24,masculino,ensino_medio,190735.0,1,aluguel,25000.0,reforma_residencial,14.59,0.13,2,653,nao,aprovado
26,feminino,tecnologo,204872.0,3,aluguel,13000.0,empreendimento,12.42,0.06,3,654,nao,negado
24,masculino,tecnologo,100758.0,0,aluguel,25000.0,saude,11.01,0.25,2,635,nao,aprovado
24,feminino,mestrado,133231.0,3,aluguel,25000.0,reforma_residencial,15.7,0.19,2,675,sim,negado
22,feminino,mestrado,18923.0,0,propria,2500.0,reforma_residencial,12.53,0.13,3,618,nao,aprovado
25,feminino,mestrado,161894.0,0,aluguel,5000.0,saude,16.49,0.03,2,609,nao,aprovado
25,feminino,graduacao,205144.0,0,financiada,20000.0,educacao,7.49,0.1,2,545,sim,negado
22,feminino,ensino_medio,121617.0,2,aluguel,25000.0,consolidacao_dividas,14.96,0.21,2,629,nao,aprovado
25,masculino,tecnologo,136206.0,6,aluguel,25000.0,saude,12.73,0.18,4,539,nao,negado
24,masculino,mestrado,144915.0,4,aluguel,25000.0,educacao,10.65,0.17,4,593,sim,negado
25,feminino,ensino_medio,145233.0,3,aluguel,25000.0,saude,10.74,0.17,2,683,nao,negado
23,masculino,graduacao,145002.0,1,aluguel,25000.0,educacao,9.99,0.17,2,670,sim,negado
24,masculino,mestrado,110953.0,0,aluguel,25000.0,saude,15.33,0.23,2,662,nao,aprovado
21,feminino,ensino_medio,19414.0,2,propria,1000.0,empreendimento,7.29,0.05,4,681,sim,negado
26,masculino,ensino_medio,130096.0,1,aluguel,25000.0,pessoal,15.05,0.19,3,636,nao,aprovado
26,masculino,mestrado,157292.0,0,aluguel,25000.0,pessoal,10.75,0.16,3,677,sim,negado
23,feminino,graduacao,156995.0,3,aluguel,25000.0,educacao,16.02,0.16,2,656,sim,negado
23,feminino,tecnologo,156952.0,0,aluguel,25000.0,empreendimento,11.49,0.16,4,674,sim,negado
25,feminino,tecnologo,205005.0,6,propria,20000.0,educacao,12.53,0.1,4,587,nao,negado
26,feminino,graduacao,205060.0,2,financiada,12000.0,empreendimento,13.57,0.06,2,658,nao,negado
22,masculino,ensino_medio,203782.0,4,aluguel,14000.0,pessoal,11.14,0.07,3,581,sim,negado
26,masculino,ensino_medio,203368.0,3,aluguel,24250.0,saude,12.87,0.12,3,606,sim,negado
23,feminino,tecnologo,203403.0,0,aluguel,20000.0,educacao,11.58,0.1,3,648,nao,negado
24,feminino,tecnologo,202715.0,3,aluguel,1800.0,reforma_residencial,11.12,0.01,3,563,sim,negado
25,feminino,mestrado,202525.0,1,financiada,35000.0,pessoal,10.65,0.17,2,589,sim,negado
24,masculino,tecnologo,161487.0,1,aluguel,25000.0,consolidacao_dividas,10.37,0.15,2,641,nao,negado
24,masculino,tecnologo,19677.0,3,propria,3300.0,reforma_residencial,6.39,0.17,4,637,nao,aprovado
24,masculino,ensino_medio,161952.0,2,aluguel,25000.0,pessoal,16.07,0.15,3,578,sim,negado
25,feminino,graduacao,161560.0,0,aluguel,25000.0,saude,10.62,0.15,2,660,sim,negado
25,masculino,ensino_medio,19423.0,3,propria,3200.0,empreendimento,18.09,0.16,2,586,nao,aprovado
25,masculino,tecnologo,163134.0,5,aluguel,25000.0,educacao,11.36,0.15,4,567,sim,negado
26,feminino,graduacao,163683.0,5,aluguel,25000.0,consolidacao_dividas,12.53,0.15,4,582,sim,negado
25,feminino,graduacao,174972.0,3,aluguel,25000.0,educacao,9.99,0.14,4,712,sim,negado
23,masculino,ensino_medio,181016.0,4,aluguel,25000.0,educacao,10.36,0.14,3,674,nao,negado
23,feminino,mestrado,198920.0,0,financiada,9600.0,educacao,5.99,0.05,3,532,sim,negado
22,feminino,mestrado,184800.0,1,financiada,24000.0,consolidacao_dividas,15.62,0.13,2,670,nao,aprovado
24,masculino,mestrado,198862.0,6,financiada,20000.0,pessoal,10.37,0.1,4,658,nao,negado
25,masculino,tecnologo,199407.0,0,financiada,25000.0,reforma_residencial,19.74,0.13,4,669,nao,negado
21,masculino,graduacao,198803.0,0,financiada,20000.0,educacao,6.91,0.1,4,681,sim,negado
23,masculino,tecnologo,20044.0,3,propria,6000.0,saude,7.9,0.3,2,618,nao,aprovado
23,feminino,graduacao,20401.0,4,financiada,2275.0,consolidacao_dividas,13.06,0.11,4,573,sim,negado
23,feminino,ensino_medio,19859.0,0,propria,2000.0,pessoal,6.39,0.1,3,491,sim,negado
23,masculino,mestrado,178660.0,2,aluguel,25000.0,consolidacao_dividas,14.93,0.14,3,590,nao,aprovado
23,feminino,ensino_medio,20421.0,0,financiada,5600.0,saude,12.84,0.27,4,587,nao,aprovado
24,masculino,mestrado,20353.0,2,propria,3625.0,empreendimento,17.14,0.18,2,648,nao,aprovado
22,masculino,mestrado,20297.0,0,financiada,5500.0,empreendimento,7.14,0.27,3,687,nao,aprovado
25,masculino,graduacao,210932.0,0,aluguel,25000.0,pessoal,8.9,0.12,2,621,nao,negado
22,feminino,ensino_medio,20405.0,0,propria,2000.0,pessoal,12.42,0.1,3,590,sim,negado
24,masculino,tecnologo,223194.0,0,aluguel,25000.0,reforma_residencial,12.68,0.11,2,676,sim,negado
25,feminino,tecnologo,195560.0,0,aluguel,25000.0,pessoal,11.03,0.13,2,677,sim,negado
26,masculino,graduacao,194140.0,6,aluguel,30000.0,empreendimento,7.9,0.15,4,651,sim,negado
22,masculino,ensino_medio,193337.0,0,financiada,35000.0,saude,10.65,0.18,4,602,sim,negado
25,masculino,ensino_medio,270992.0,2,aluguel,25000.0,empreendimento,11.86,0.09,4,652,nao,negado
25,masculino,tecnologo,20221.0,5,propria,5000.0,pessoal,8.94,0.25,4,572,nao,aprovado
23,masculino,graduacao,20678.0,0,propria,4375.0,empreendimento,9.63,0.21,4,528,nao,aprovado
25,feminino,ensino_medio,60742.0,3,aluguel,24750.0,pessoal,14.22,0.41,3,638,nao,aprovado
23,feminino,ensino_medio,72805.0,2,aluguel,24750.0,consolidacao_dividas,9.33,0.34,3,655,nao,aprovado
24,masculino,mestrado,102011.0,3,aluguel,24500.0,saude,13.85,0.24,4,627,sim,negado
22,masculino,ensino_medio,20896.0,0,financiada,2000.0,educacao,10.65,0.1,2,596,nao,negado
24,feminino,graduacao,111283.0,0,aluguel,24500.0,saude,11.46,0.22,4,694,nao,negado
23,feminino,tecnologo,192873.0,0,financiada,35000.0,pessoal,7.66,0.18,2,684,sim,negado
24,feminino,graduacao,193174.0,0,financiada,12000.0,empreendimento,16.77,0.06,4,547,nao,negado
25,feminino,graduacao,193249.0,0,financiada,12000.0,pessoal,9.63,0.06,4,586,sim,negado
26,feminino,graduacao,192954.0,5,aluguel,25000.0,pessoal,12.23,0.13,4,694,nao,negado
25,masculino,mestrado,152227.0,2,financiada,10000.0,saude,14.09,0.07,4,639,nao,aprovado
25,feminino,graduacao,65399.0,0,aluguel,24250.0,pessoal,13.98,0.37,4,663,nao,aprovado
23,feminino,ensino_medio,75928.0,4,aluguel,24250.0,educacao,10.62,0.32,4,528,nao,aprovado
24,masculino,graduacao,21627.0,0,financiada,3900.0,consolidacao_dividas,11.01,0.18,3,636,nao,aprovado
25,masculino,ensino_medio,83235.0,3,aluguel,24250.0,pessoal,17.56,0.29,4,603,nao,aprovado
26,masculino,ensino_medio,68297.0,3,aluguel,24250.0,saude,14.96,0.36,2,507,nao,aprovado
22,masculino,mestrado,89977.0,3,aluguel,24250.0,consolidacao_dividas,15.65,0.27,2,692,nao,aprovado
24,feminino,tecnologo,79510.0,2,aluguel,24250.0,saude,15.7,0.3,2,604,nao,aprovado
24,feminino,graduacao,109050.0,5,aluguel,24250.0,empreendimento,12.53,0.22,3,622,nao,negado
26,feminino,graduacao,94635.0,2,aluguel,24250.0,reforma_residencial,17.56,0.26,3,643,nao,aprovado
23,masculino,ensino_medio,120966.0,0,aluguel,24250.0,pessoal,12.87,0.2,2,565,nao,negado
23,masculino,mestrado,124437.0,0,aluguel,24250.0,pessoal,15.7,0.19,2,718,sim,negado
25,masculino,graduacao,193147.0,3,financiada,9000.0,educacao,11.01,0.05,3,625,sim,negado
25,masculino,graduacao,192914.0,0,propria,15000.0,empreendimento,11.14,0.08,4,614,sim,negado
24,feminino,graduacao,192806.0,2,financiada,20000.0,empreendimento,16.0,0.1,3,690,sim,negado
23,masculino,ensino_medio,193097.0,0,financiada,25000.0,educacao,15.65,0.13,2,564,sim,negado
26,feminino,tecnologo,193082.0,5,financiada,13750.0,consolidacao_dividas,11.01,0.07,4,579,sim,negado
21,feminino,ensino_medio,192841.0,1,financiada,15250.0,empreendimento,15.31,0.08,4,648,nao,negado
25,masculino,mestrado,193300.0,3,financiada,20000.0,empreendimento,13.47,0.1,2,531,sim,negado
22,masculino,tecnologo,21205.0,0,financiada,4750.0,reforma_residencial,13.85,0.22,2,658,nao,aprovado
25,feminino,graduacao,135292.0,3,aluguel,24250.0,pessoal,11.01,0.18,3,574,nao,negado
21,masculino,ensino_medio,21363.0,2,financiada,6000.0,empreendimento,10.39,0.28,4,671,nao,aprovado
25,masculino,ensino_medio,139035.0,7,aluguel,24250.0,reforma_residencial,11.36,0.17,2,633,nao,negado
23,masculino,ensino_medio,173511.0,0,aluguel,24250.0,educacao,11.83,0.14,3,631,sim,negado
23,masculino,tecnologo,345520.0,0,aluguel,24250.0,educacao,12.53,0.07,3,652,sim,negado
22,feminino,graduacao,130762.0,3,aluguel,24150.0,reforma_residencial,14.96,0.18,3,683,nao,aprovado
22,feminino,graduacao,52596.0,0,aluguel,24000.0,consolidacao_dividas,13.85,0.46,3,693,nao,aprovado
23,feminino,graduacao,57326.0,2,aluguel,24000.0,empreendimento,11.58,0.42,4,603,nao,aprovado
24,feminino,ensino_medio,58262.0,1,aluguel,24000.0,empreendimento,16.29,0.41,2,522,nao,aprovado
26,feminino,ensino_medio,58620.0,4,aluguel,24000.0,saude,11.01,0.41,3,664,nao,aprovado
21,feminino,mestrado,55113.0,0,aluguel,24000.0,educacao,16.29,0.44,2,645,nao,aprovado
25,masculino,graduacao,63361.0,2,aluguel,24000.0,pessoal,10.74,0.38,2,592,nao,aprovado
22,feminino,tecnologo,22107.0,4,financiada,2250.0,educacao,15.27,0.1,3,636,sim,negado
24,feminino,graduacao,57356.0,3,aluguel,24000.0,pessoal,17.8,0.42,2,672,nao,aprovado
22,feminino,graduacao,21790.0,0,financiada,1000.0,empreendimento,11.36,0.05,2,686,sim,negado
22,feminino,ensino_medio,59680.0,0,aluguel,24000.0,saude,17.56,0.4,4,590,nao,aprovado
26,feminino,mestrado,72720.0,2,aluguel,24000.0,pessoal,7.9,0.33,4,636,nao,aprovado
25,feminino,ensino_medio,73024.0,5,aluguel,24000.0,pessoal,10.99,0.33,4,580,nao,aprovado
22,masculino,graduacao,73110.0,0,aluguel,24000.0,pessoal,7.29,0.33,3,674,nao,aprovado
21,feminino,tecnologo,72902.0,0,aluguel,24000.0,saude,10.75,0.33,2,601,nao,aprovado
26,feminino,ensino_medio,75416.0,4,aluguel,24000.0,consolidacao_dividas,7.9,0.32,3,620,nao,aprovado
22,masculino,mestrado,75959.0,0,aluguel,24000.0,educacao,14.84,0.32,2,642,nao,aprovado
26,masculino,tecnologo,79222.0,7,aluguel,24000.0,consolidacao_dividas,11.01,0.3,2,616,nao,aprovado
22,feminino,tecnologo,21824.0,0,financiada,4975.0,educacao,11.01,0.23,3,588,nao,aprovado
23,masculino,ensino_medio,71875.0,1,aluguel,24000.0,consolidacao_dividas,19.69,0.33,2,585,nao,aprovado
23,masculino,graduacao,80313.0,1,aluguel,24000.0,empreendimento,11.01,0.3,4,632,nao,aprovado
24,masculino,ensino_medio,72647.0,5,aluguel,24000.0,empreendimento,14.96,0.33,4,556,nao,aprovado
25,masculino,graduacao,80492.0,4,aluguel,24000.0,educacao,6.99,0.3,3,602,nao,aprovado
22,masculino,ensino_medio,75646.0,0,aluguel,24000.0,pessoal,16.45,0.32,4,639,nao,aprovado
24,masculino,tecnologo,85223.0,3,aluguel,24000.0,educacao,10.99,0.28,4,603,nao,aprovado
23,masculino,tecnologo,89735.0,2,aluguel,24000.0,consolidacao_dividas,10.99,0.27,2,689,nao,aprovado
22,masculino,ensino_medio,22364.0,4,propria,3000.0,pessoal,7.9,0.13,4,672,nao,aprovado
22,feminino,mestrado,90780.0,2,aluguel,24000.0,educacao,12.69,0.26,4,499,nao,aprovado
24,masculino,graduacao,90889.0,1,aluguel,24000.0,saude,10.37,0.26,3,643,nao,aprovado
24,masculino,graduacao,90911.0,2,aluguel,24000.0,reforma_residencial,11.01,0.26,3,589,nao,aprovado
26,masculino,mestrado,83953.0,2,aluguel,24000.0,consolidacao_dividas,15.83,0.29,3,646,nao,aprovado
23,masculino,tecnologo,94644.0,1,aluguel,24000.0,pessoal,13.92,0.25,3,613,nao,aprovado
22,feminino,ensino_medio,22616.0,0,propria,2000.0,empreendimento,11.49,0.09,3,567,nao,negado
24,feminino,graduacao,96989.0,4,aluguel,24000.0,saude,10.25,0.25,2,603,nao,negado
22,feminino,tecnologo,22867.0,3,propria,3500.0,reforma_residencial,7.49,0.15,4,647,nao,aprovado
23,feminino,mestrado,22583.0,1,propria,4000.0,educacao,5.99,0.18,2,645,nao,aprovado
23,feminino,graduacao,90900.0,0,aluguel,24000.0,pessoal,12.92,0.26,2,672,nao,aprovado
26,feminino,mestrado,107641.0,6,aluguel,24000.0,pessoal,11.58,0.22,3,648,nao,negado
25,masculino,ensino_medio,114870.0,4,aluguel,24000.0,educacao,8.9,0.21,2,653,nao,negado
22,masculino,graduacao,100479.0,0,aluguel,24000.0,consolidacao_dividas,19.69,0.24,3,590,nao,aprovado
25,feminino,mestrado,114958.0,2,aluguel,24000.0,empreendimento,6.54,0.21,4,704,sim,negado
21,feminino,mestrado,22882.0,0,propria,4900.0,reforma_residencial,14.54,0.21,4,674,nao,aprovado
21,feminino,graduacao,22392.0,0,propria,5000.0,educacao,11.11,0.22,2,594,nao,aprovado
26,feminino,ensino_medio,120498.0,5,aluguel,24000.0,pessoal,12.73,0.2,4,626,nao,negado
24,feminino,mestrado,132873.0,2,aluguel,24000.0,empreendimento,15.62,0.18,4,701,sim,negado
24,masculino,tecnologo,22635.0,3,propria,6250.0,reforma_residencial,6.54,0.28,4,602,nao,aprovado
22,feminino,tecnologo,118299.0,0,aluguel,24000.0,consolidacao_dividas,11.01,0.2,2,503,nao,aprovado
26,feminino,tecnologo,125665.0,5,aluguel,24000.0,consolidacao_dividas,20.0,0.19,4,657,nao,aprovado
22,feminino,ensino_medio,144904.0,0,aluguel,24000.0,educacao,9.91,0.17,4,638,nao,negado
24,feminino,graduacao,144882.0,2,aluguel,24000.0,empreendimento,12.69,0.17,4,646,sim,negado
26,masculino,tecnologo,130649.0,4,aluguel,24000.0,educacao,20.0,0.18,3,678,nao,aprovado
24,masculino,mestrado,149622.0,4,aluguel,24000.0,pessoal,16.49,0.16,4,684,sim,negado
23,masculino,graduacao,22957.0,1,financiada,2500.0,saude,15.95,0.11,2,594,nao,aprovado
24,masculino,mestrado,157225.0,1,aluguel,24000.0,consolidacao_dividas,11.49,0.15,3,538,sim,negado
25,feminino,graduacao,163004.0,3,aluguel,24000.0,pessoal,10.99,0.15,2,662,nao,negado
24,masculino,ensino_medio,163035.0,2,aluguel,24000.0,reforma_residencial,13.79,0.15,2,636,sim,negado
23,masculino,mestrado,138731.0,0,aluguel,24000.0,saude,20.0,0.17,3,613,nao,aprovado
23,feminino,tecnologo,180804.0,1,aluguel,24000.0,educacao,7.49,0.13,4,573,sim,negado
23,masculino,mestrado,166378.0,0,aluguel,24000.0,consolidacao_dividas,16.0,0.14,2,714,nao,aprovado
24,masculino,tecnologo,22684.0,0,propria,13000.0,pessoal,7.88,0.57,3,640,nao,aprovado
21,masculino,graduacao,22366.0,0,propria,6250.0,empreendimento,10.62,0.28,4,637,nao,aprovado
26,feminino,ensino_medio,187161.0,7,aluguel,24000.0,consolidacao_dividas,10.99,0.13,4,633,sim,negado
26,masculino,graduacao,178439.0,0,aluguel,24000.0,educacao,18.3,0.13,2,615,nao,aprovado
26,masculino,graduacao,204962.0,2,aluguel,24000.0,consolidacao_dividas,11.01,0.12,2,552,sim,negado
21,masculino,graduacao,22673.0,0,propria,2500.0,pessoal,11.36,0.11,3,670,sim,negado
24,masculino,tecnologo,53633.0,4,aluguel,23975.0,reforma_residencial,11.01,0.45,2,678,nao,aprovado
23,feminino,mestrado,144983.0,2,aluguel,23750.0,saude,13.47,0.16,2,676,nao,negado
24,feminino,ensino_medio,67032.0,2,aluguel,23600.0,pessoal,11.89,0.35,3,624,nao,aprovado
24,masculino,ensino_medio,22664.0,0,financiada,10000.0,consolidacao_dividas,12.18,0.44,2,649,nao,aprovado
25,masculino,ensino_medio,123299.0,0,aluguel,23600.0,consolidacao_dividas,13.49,0.19,4,555,sim,negado
23,feminino,tecnologo,91275.0,0,aluguel,23575.0,pessoal,14.5,0.26,4,613,nao,aprovado
22,masculino,graduacao,22564.0,1,propria,4000.0,saude,11.01,0.18,2,684,nao,aprovado
22,masculino,graduacao,22786.0,0,propria,5400.0,saude,15.31,0.24,2,647,nao,aprovado
25,masculino,ensino_medio,22450.0,4,financiada,4000.0,saude,11.01,0.18,3,580,nao,aprovado
21,feminino,graduacao,22666.0,0,propria,3375.0,empreendimento,11.01,0.15,2,630,nao,aprovado
22,masculino,graduacao,81701.0,1,aluguel,23400.0,empreendimento,7.49,0.29,2,589,nao,aprovado
22,masculino,ensino_medio,52984.0,0,aluguel,23000.0,pessoal,11.01,0.43,3,621,nao,aprovado
25,feminino,mestrado,68579.0,1,aluguel,23000.0,educacao,11.01,0.34,2,665,nao,aprovado
23,feminino,graduacao,73014.0,0,aluguel,23000.0,empreendimento,12.18,0.32,4,668,nao,aprovado
24,feminino,graduacao,22608.0,2,financiada,1200.0,empreendimento,11.34,0.05,4,615,sim,negado
25,feminino,ensino_medio,76932.0,2,aluguel,23000.0,educacao,9.91,0.3,3,604,nao,aprovado
24,masculino,ensino_medio,78955.0,1,aluguel,23000.0,reforma_residencial,11.99,0.29,4,620,nao,aprovado
23,masculino,mestrado,82567.0,0,aluguel,23000.0,educacao,9.62,0.28,2,558,nao,aprovado
22,masculino,graduacao,22466.0,0,propria,3000.0,consolidacao_dividas,9.96,0.13,3,603,nao,aprovado
25,masculino,graduacao,97251.0,2,aluguel,23000.0,empreendimento,11.01,0.24,2,683,sim,negado
24,masculino,tecnologo,106607.0,1,aluguel,23000.0,empreendimento,14.54,0.22,2,641,nao,aprovado
22,masculino,graduacao,71385.0,0,aluguel,22750.0,saude,11.36,0.32,4,521,nao,aprovado
23,feminino,graduacao,84865.0,3,aluguel,22500.0,consolidacao_dividas,14.27,0.27,2,655,nao,aprovado
